l_id,v_id_1,v_id_2,color
40153,681,676,k-
11666,28554,21844,k-
9179,3297,20678,k-
24026,1881,19289,k-
14207,2535,18735,k-
8592,20425,20431,k-
9467,12965,20829,r-
19351,25273,25274,k-
7394,15807,29131,k-
10156,3921,21167,k-
4509,30311,29561,k-
6127,7755,28653,r-
9353,20785,20788,r-
31804,8318,8320,k-
1866,10707,30421,k-
32742,9288,9289,k-
24859,17238,27884,k-
4355,1282,29518,k-
8570,2634,20418,k-
4740,22700,28083,r-
27887,21226,3915,k-
8161,16764,29417,k-
10358,4065,21264,k-
26704,28378,19973,k-
15981,9774,23738,k-
15861,9689,23687,k-
33362,6788,9985,k-
14873,20251,23258,k-
2083,9851,30518,k-
24177,27564,27567,k-
15371,23493,23494,k-
497,29849,29850,k-
300,15835,29765,k-
20871,26014,26013,k-
16046,9825,23768,k-
31172,30429,7734,k-
28676,2341,4987,k-
11636,5000,21831,k-
20722,18022,25953,k-
31780,8299,8305,k-
10014,3812,21095,k-
28610,4898,4904,k-
6365,8996,28720,k-
7537,173,29184,k-
23204,27126,27122,k-
11051,1898,18425,r-
40932,7806,1447,k-
7119,9976,29013,k-
33402,10013,10012,k-
6037,6251,28620,k-
10267,18360,18358,k-
39265,16700,16707,k-
30275,18244,6820,k-
13488,6905,22592,k-
23258,16962,27150,k-
10461,11162,18366,k-
6446,28747,28746,k-
40743,9077,1237,k-
25039,16422,27969,k-
3041,30921,30922,k-
5352,3516,28422,k-
28345,13405,4564,k-
30063,19049,6600,k-
13434,20064,22574,k-
23073,19254,19255,k-
37200,19332,372,k-
32686,9222,9226,k-
18556,12012,24901,k-
42656,1220,3250,k-
948,23569,30044,k-
35268,4235,108,k-
18315,24807,24795,k-
20141,25685,25686,k-
8581,20313,20424,k-
213,1482,29729,k-
39453,7992,16929,k-
11722,5160,21869,k-
7131,9994,29016,k-
32785,9329,9332,k-
19694,21825,25446,k-
14008,18728,18726,k-
16166,23823,23824,k-
2904,31219,30869,k-
14646,23141,23143,k-
2602,29471,30740,k-
288,29759,29760,k-
2084,28662,30518,k-
8388,18738,20331,k-
16084,9869,23788,k-
12611,6040,22265,k-
28383,22583,4632,r-
21234,29723,26179,k-
29188,18421,5557,k-
40681,1183,1213,k-
12122,18544,18545,k-
32588,9110,9123,k-
20842,226,19139,k-
18276,5043,24782,k-
1679,5318,30344,k-
14211,7892,22941,k-
13559,7138,22622,k-
6168,22612,28662,k-
4501,1960,29559,k-
40105,650,651,k-
4866,7294,28153,k-
12533,5880,22228,k-
12190,5633,22063,k-
26697,17785,19970,k-
25436,19022,19382,k-
6590,23176,28788,k-
40559,18130,1104,k-
7101,18290,29007,k-
26737,17962,19986,k-
32051,9140,8559,k-
14889,23268,23270,k-
42081,2698,2670,k-
31885,8388,8391,k-
42742,20786,3331,k-
9193,3295,20685,k-
8787,312,20510,k-
13642,22672,22668,k-
18953,5923,25072,k-
12793,17905,22338,k-
3648,6722,31164,k-
12663,2633,22291,k-
30616,6624,7174,k-
39685,16452,17222,k-
9347,20772,20784,k-
511,10183,29857,k-
16269,10079,23877,k-
32189,14046,8691,k-
3601,778,31146,k-
36757,13233,14180,k-
29379,23388,5762,k-
20235,19690,25734,k-
6677,7251,28827,k-
23115,26399,27084,k-
19679,25435,25436,k-
31095,30951,7644,k-
29770,6207,6208,k-
15721,15954,18840,k-
11509,12273,18481,k-
19089,25125,25137,k-
34846,3259,11883,k-
37825,8634,442,k-
9872,3727,21013,k-
26683,293,18181,r-
15012,23329,23330,k-
11339,11862,18442,k-
10343,4045,21258,k-
27847,5678,3950,k-
42184,2754,2758,r-
957,7460,30048,k-
30992,6527,7533,k-
13776,24830,22736,r-
1114,12607,30110,k-
41744,20263,2315,k-
3360,2873,31048,k-
12865,6587,18622,k-
14619,8364,23132,k-
6102,22461,28643,k-
8390,2470,20332,k-
31877,25776,8384,k-
26251,28523,18162,k-
36005,25624,13383,k-
29538,22202,5929,k-
40539,1080,1081,k-
4709,6829,29623,k-
18517,29364,24882,k-
19738,117,19078,r-
32060,11723,8565,k-
18248,8978,24768,k-
17943,23750,24636,k-
13355,6177,22543,k-
10509,21330,21331,k-
2288,25635,30608,k-
32291,8449,8813,k-
3289,5318,31022,k-
1432,30246,30245,k-
29924,1960,6422,k-
18266,10823,24777,k-
16451,10273,23965,k-
31842,8325,8350,k-
28462,4732,4737,k-
19298,12777,17747,k-
30925,7480,7485,k-
28952,17063,5290,k-
13567,3740,22625,k-
12417,22169,22170,k-
14347,7983,23006,k-
42420,186,2971,k-
28346,21572,4564,k-
26822,9556,18195,k-
38898,16203,16308,k-
10110,3889,21139,k-
24796,27846,27847,k-
78,17046,29666,k-
11510,12036,18482,k-
15231,9060,23433,k-
6950,3319,28933,k-
4500,2044,29559,k-
7053,9782,28987,k-
22638,15741,26854,k-
4199,1210,29481,r-
33670,10284,10293,k-
21176,26151,26152,k-
23478,27253,27254,k-
27710,3670,3820,k-
38659,16080,16085,k-
714,5953,29943,k-
3063,9551,30931,k-
40663,19603,1205,k-
34115,10897,10898,k-
23648,16345,27329,k-
2777,2052,30815,k-
12411,22166,22167,k-
38861,920,16275,k-
9374,20774,20801,k-
6681,23063,28828,k-
40603,19683,1152,k-
32666,29486,9203,k-
19906,230,19080,k-
27963,3106,4103,r-
20629,8780,25916,k-
2106,23917,30527,k-
9471,20830,20831,k-
40218,170,685,k-
6644,8080,28813,k-
30381,6941,6939,k-
30809,7367,7369,k-
18172,17738,24739,k-
16289,23887,23888,k-
23631,16342,27321,k-
28887,5143,5226,k-
36402,25947,13793,k-
16059,9821,23774,k-
13259,17908,22501,k-
42011,20366,2589,k-
36620,13964,14034,k-
26203,1032,18156,k-
21512,14571,26304,k-
14618,8367,23131,k-
30351,319,6894,k-
42268,2854,2855,k-
4798,5251,28116,k-
9329,28404,20770,k-
41565,2121,2122,k-
12809,6229,22345,k-
7641,19162,29224,k-
6918,4858,28920,k-
9100,12905,18307,k-
27290,3372,3367,k-
36592,9103,13999,k-
25634,19480,19481,k-
5777,25188,28536,k-
16729,10550,24097,k-
39770,12233,17326,k-
15937,9438,23722,k-
28093,4250,4252,r-
2581,27865,30730,k-
5407,3784,28435,k-
7432,20903,29147,k-
11457,21763,21765,k-
1666,26278,30339,k-
30977,7511,7517,k-
4983,1105,28216,k-
32744,6324,9292,k-
40523,201,1062,k-
5401,9587,28434,k-
36298,13675,13676,k-
1671,4617,30341,k-
31878,8385,8384,k-
31142,7694,7697,k-
30897,4883,7462,k-
14571,8298,23112,k-
7452,265,29148,k-
14228,22049,22947,k-
15080,12063,18769,k-
41590,2144,2145,k-
17644,2308,18986,k-
18190,23695,24747,k-
6459,7352,28750,k-
6828,18752,28886,k-
39664,17174,17192,k-
21474,14549,26292,k-
18481,9083,19043,k-
6941,23497,28927,k-
6471,16129,28753,k-
15582,6457,18818,k-
12869,18819,22369,k-
26323,19682,19789,k-
17362,18007,24384,k-
13597,22662,22642,k-
41604,2079,2162,k-
34289,24496,11142,k-
32020,8524,8525,k-
32769,9313,9317,k-
19418,12879,25307,k-
23527,16691,27274,k-
12495,22211,22210,k-
13056,13640,18668,k-
21208,26166,26168,k-
41769,7482,2340,k-
6436,22677,28742,k-
38394,27574,15797,k-
8663,2753,20471,k-
35073,12195,12196,k-
42269,2854,2856,k-
25806,19551,19552,k-
36580,13983,13985,k-
6778,8603,28863,k-
369,20499,29795,k-
33749,10385,10386,k-
20222,10619,25730,k-
1015,18548,30073,k-
36403,25947,13794,k-
23031,17951,27046,k-
41922,19284,2483,k-
15689,18824,18836,k-
21941,22839,26522,k-
22534,19208,19211,k-
18700,12154,24957,k-
26327,19758,19791,k-
23306,27149,27174,k-
15445,23532,23533,k-
21347,19178,19179,k-
7351,1771,29116,k-
7502,142,29170,k-
26048,7609,19666,k-
41429,1978,1979,k-
28299,4477,4521,k-
4619,2636,29595,k-
22994,27024,27026,k-
16129,6403,18867,k-
26389,1445,19826,k-
7581,7827,29199,k-
35733,18626,13045,k-
34742,15512,11742,k-
19098,17745,25141,k-
12446,5887,22187,k-
7041,9701,28928,k-
22551,15596,26814,k-
26448,19402,19856,k-
10915,4418,21515,k-
1742,29875,30370,k-
20075,25644,25645,k-
34589,28747,11549,k-
17407,2771,24408,k-
8420,2533,20348,k-
38058,13653,15486,k-
11967,5430,21980,k-
24055,16665,27507,k-
10572,18386,18393,k-
10011,3813,21094,k-
34570,10999,11525,k-
6272,25212,28692,r-
3613,2074,31151,k-
41703,1479,2285,k-
27873,21207,3986,k-
16215,10016,23850,k-
15977,9438,23737,k-
13279,10058,18692,k-
40181,714,715,k-
26196,18148,18151,k-
33546,10154,10155,k-
9508,3428,20846,k-
10604,7586,18401,k-
7319,20181,29098,k-
30442,7009,7010,k-
24792,27844,27846,k-
18296,3099,24791,k-
30151,6660,6683,k-
1021,23911,30075,k-
18110,18464,24714,k-
5601,22115,28491,k-
26265,1306,19755,k-
31313,4258,7871,k-
11869,28567,21932,k-
11752,18499,18510,k-
11767,5235,21885,k-
25518,19411,19423,k-
27918,28264,4046,k-
1225,1039,30155,k-
17921,24626,24627,k-
22970,9513,9783,k-
18729,19854,24975,k-
32756,2549,9303,k-
11168,4692,21639,k-
33126,9709,9712,k-
36239,30016,236,k-
26857,24420,20039,k-
6954,23541,28934,k-
12616,22267,22268,k-
9416,3375,20816,k-
31455,7989,7992,k-
14210,7843,22941,k-
28553,2724,4839,k-
12187,2051,22061,k-
37081,2827,14449,k-
31992,6792,8492,k-
4664,3016,29605,k-
34981,12060,12061,k-
8258,29208,20269,r-
38528,29451,15956,k-
11646,21446,21835,k-
5044,12736,28244,k-
21210,14250,26168,k-
9120,3227,20641,k-
27402,23666,3510,k-
27756,1500,3861,k-
35868,11817,13228,k-
5994,4349,28603,k-
2664,1715,30764,k-
41419,1968,1969,k-
17891,31231,24617,k-
6979,23582,28946,k-
9063,20621,20622,k-
1528,16282,30280,k-
22537,19212,19213,k-
25983,989,19636,k-
10649,5757,21383,k-
15870,9701,23691,k-
31223,6024,7798,k-
9780,20970,20971,r-
33212,9321,9811,k-
14855,23249,23251,k-
31054,3521,7609,k-
6202,23848,28671,k-
34953,12016,12017,k-
32376,8905,8900,k-
29423,5860,5806,r-
26223,1128,18161,k-
11874,21934,21935,k-
861,18126,30007,k-
27615,13919,3710,k-
29931,22440,6436,k-
32942,3309,9503,k-
1823,22554,30402,k-
25335,491,19338,k-
13290,20366,22514,k-
6051,18872,28626,r-
38185,3478,15633,k-
22649,26815,26857,k-
42253,20301,2831,k-
14858,19447,23252,k-
5757,4748,28529,k-
20192,750,19087,k-
8859,18278,18279,k-
32614,30993,9153,k-
3176,18303,30976,k-
31919,23154,8423,k-
26717,28394,19977,k-
9537,20857,20859,r-
34745,4540,11744,k-
31694,8236,8238,k-
16596,24035,24036,k-
19467,25330,25329,k-
31990,28852,8487,k-
9875,861,21015,k-
22636,15927,26853,k-
202,17047,29726,k-
18342,821,24809,k-
7596,17395,29206,k-
18550,11530,24898,k-
11367,18446,18445,k-
11144,19689,21627,k-
1407,30232,30233,k-
20241,25737,25738,k-
617,506,29905,k-
40198,727,729,k-
41349,20067,1891,r-
32064,17033,8572,r-
9768,3715,20964,k-
18625,6600,19051,k-
20695,13785,25942,k-
25985,1006,19637,k-
2938,28501,30882,k-
15071,17730,23356,k-
29658,6079,6080,k-
26910,20068,20071,r-
31229,4014,7802,k-
29497,5882,5889,k-
37097,457,347,k-
22345,8712,26725,k-
15048,8918,23347,k-
25869,19583,19584,k-
39795,17346,17352,k-
6257,23085,28686,k-
19472,342,19062,k-
40769,18162,1294,k-
9311,20756,20757,k-
13579,7174,22633,k-
9449,3384,20821,k-
6659,24314,28821,k-
40247,378,776,k-
30122,6646,6652,k-
40909,1137,1427,k-
29470,28607,5860,r-
5482,8463,28457,k-
9406,20788,20811,r-
8213,3790,29431,k-
3223,9330,30997,k-
25643,18064,18079,k-
29549,2669,5945,k-
9480,18326,18327,k-
21062,14121,26098,k-
20312,854,25771,k-
25687,10187,18085,k-
24902,19919,27903,k-
5521,4507,28470,r-
30119,21365,6648,k-
31676,8224,8235,k-
30170,6709,6711,k-
37056,4157,14421,r-
18140,24727,24728,k-
2854,29196,30849,k-
28626,21745,4926,k-
13833,13784,22763,k-
25545,29358,19437,r-
30279,1030,6824,k-
35172,6616,12323,k-
41673,10294,2249,k-
35072,10153,12196,k-
32319,4188,8839,k-
14939,8847,23293,k-
22050,15013,26574,k-
15308,9125,23469,k-
16743,15156,24105,k-
40661,110,1203,k-
10329,14221,21252,k-
18661,12123,24938,k-
28195,4404,4407,k-
5308,9141,28407,k-
7100,29006,29007,k-
21449,8669,19187,k-
20212,13428,25723,k-
20197,13375,25715,k-
5736,4652,28523,k-
41270,22370,1808,k-
11439,12352,21758,k-
41489,29385,2047,k-
6993,6888,28954,k-
29985,7210,6516,k-
13663,22583,22681,k-
30575,8402,7132,k-
23797,19576,27397,k-
15384,9214,23505,k-
10360,4057,21265,k-
10238,2734,21207,k-
40401,19601,949,k-
30376,2595,6934,k-
9687,20658,20922,k-
14568,8300,23110,k-
20046,29094,25630,k-
32063,8582,8572,k-
13417,6867,22567,k-
955,2003,30047,k-
33662,23969,10286,k-
25804,872,19550,k-
18086,11546,24703,k-
4430,19948,29539,k-
13680,7303,22688,k-
40459,29505,1001,k-
5889,21924,28566,k-
32439,2307,8972,k-
36000,25665,13373,k-
11718,21865,21866,k-
42616,3209,3210,k-
31171,605,7733,k-
18137,4385,24727,k-
24230,27580,27581,k-
3756,2946,31205,k-
28156,5,4357,r-
37418,13462,14784,k-
16279,23883,23884,k-
33570,10173,10176,k-
11914,5390,21951,k-
7687,30640,29239,k-
13090,19352,22424,k-
10752,21440,21441,k-
35290,4981,12484,k-
11474,18470,18471,k-
20137,10641,25682,k-
8205,8672,29431,k-
3940,11777,31270,k-
40530,1073,1074,k-
38089,1049,15526,k-
20044,25627,25628,k-
13538,38,22613,k-
3856,4569,31243,k-
34065,10803,10815,k-
8891,18283,18282,k-
6661,8143,28822,k-
8697,5945,20479,k-
14744,21212,23192,k-
42182,759,2756,k-
32996,3751,9572,k-
36258,28583,240,k-
9661,3555,20910,k-
40886,1163,1402,k-
35429,12674,12675,k-
41011,1453,1526,k-
1757,22359,30375,k-
32207,8710,8711,k-
32510,9037,9038,k-
26934,20633,20084,k-
18012,11497,24669,k-
97,20884,29676,k-
4731,25403,29628,k-
17926,24426,24629,k-
6948,23511,28931,k-
21538,26318,26320,k-
34988,12069,12070,k-
31953,10155,8458,k-
9784,20267,20973,k-
34979,12052,12053,k-
32925,9480,9484,k-
15690,9184,23620,k-
2829,20452,30836,k-
9880,19309,21017,k-
3972,22430,31281,k-
19696,16422,25447,k-
26415,1480,19839,k-
2008,9300,30486,k-
31161,23248,7721,k-
25669,759,19497,k-
8533,8942,20404,k-
28650,21760,4949,k-
5469,21148,28453,k-
4362,28941,29520,k-
14296,18727,18737,k-
3834,22494,31235,k-
22676,17529,26864,k-
3234,9492,31001,k-
6080,6400,28636,k-
15463,30487,23539,k-
23231,30501,19273,k-
35737,146,167,k-
27825,3932,3930,k-
41903,2450,2466,k-
9718,17798,20940,k-
14846,21836,23245,k-
2732,4973,30796,k-
565,10851,29881,k-
25814,29116,19557,k-
26163,6787,18140,k-
40145,30763,676,k-
7139,10017,29021,k-
10432,4105,21301,k-
31425,3543,7971,k-
2617,879,30745,k-
35047,12165,12166,k-
8727,18300,18256,k-
21180,21524,26154,k-
40580,30771,1117,k-
393,21579,29805,k-
13175,6494,22464,k-
31972,8471,8470,k-
35878,177,178,k-
38552,27029,15979,k-
836,22928,29997,k-
31686,6723,8237,k-
29270,22054,5638,k-
26640,19947,19950,k-
9450,14382,20821,k-
7676,506,29237,k-
3843,9708,31238,k-
41375,1890,1897,k-
38823,27248,16235,k-
10812,4346,21471,k-
15860,23687,23686,k-
26236,1237,19739,k-
3064,7110,30932,k-
27840,18877,3946,k-
39586,5300,17088,k-
31169,21546,7730,k-
25372,19356,19357,k-
33157,4566,9743,k-
26414,5588,19839,k-
1981,10695,30475,k-
3497,29719,31105,k-
34573,4548,11529,k-
12347,5838,22130,r-
4412,1638,29534,k-
9444,17500,20820,k-
32399,6730,8921,k-
23333,7877,19275,k-
38979,16267,16400,k-
12986,18634,18645,k-
32374,23330,8896,k-
36075,13420,13436,k-
6234,7984,28680,k-
32740,9280,9287,k-
33050,7208,9632,k-
26628,19939,19940,k-
29500,5891,5892,k-
2091,29630,30522,k-
15534,9396,23565,k-
7781,27549,29280,r-
22471,20499,26788,k-
27050,2128,20150,k-
27565,3668,3670,k-
15654,16311,18826,k-
28398,4655,4657,k-
31973,8467,8470,k-
882,6638,30017,k-
10408,4101,21287,k-
18812,12313,17838,k-
38337,18094,15735,k-
9647,3540,20904,k-
25789,5821,19542,k-
35438,106,129,r-
13975,7632,22832,k-
38097,2659,15532,k-
38634,211,520,k-
2627,1011,30750,k-
16913,10678,24183,k-
11043,21576,21577,k-
14829,8669,23238,k-
28379,21606,4632,r-
8083,27038,29384,k-
31225,5762,7799,r-
15922,8893,23715,k-
21004,742,19164,k-
14103,7734,22892,k-
13485,6892,22590,k-
29910,1960,6409,k-
17805,11322,24582,k-
27928,28468,4055,k-
28041,30891,4197,k-
7518,27470,29176,k-
32411,8926,8927,k-
28035,14249,4188,k-
12961,19246,22405,k-
32406,8924,8925,k-
41369,29551,1910,k-
367,28963,29794,k-
21018,26076,26078,k-
10454,11161,18364,k-
34149,10183,10955,k-
34590,4028,11550,k-
33120,7195,9705,k-
16122,18865,18866,k-
7021,14300,28968,r-
26205,8043,18158,k-
12531,22224,22226,k-
32224,23266,8734,r-
85,25736,29670,k-
21824,14764,26466,k-
17797,2644,24578,k-
42358,716,2874,k-
7187,18548,29037,k-
28262,4474,4478,k-
5266,19975,28391,k-
35445,12684,12683,k-
17447,8944,24428,k-
3939,24177,31269,k-
20308,25767,25768,k-
33766,6389,10414,k-
33917,1534,10619,k-
4445,19996,29542,k-
23888,18216,27436,k-
42205,2788,2794,k-
4300,3442,29505,k-
16595,24036,24035,k-
27365,504,3472,k-
31609,8167,8168,k-
39961,28015,17554,k-
15401,9234,23511,k-
26635,1686,19947,k-
31661,6757,8222,k-
38336,15735,15737,k-
12848,22361,22362,k-
8095,27066,29387,k-
38130,8518,15565,k-
19300,6527,25246,k-
8289,2343,20288,k-
31671,28978,8227,k-
30489,7166,7057,k-
12386,1903,22155,r-
38608,19344,515,k-
31512,7968,8032,k-
356,18125,29790,k-
40733,18164,1261,k-
17875,9100,24610,k-
9555,28780,18334,k-
16423,5348,23954,k-
24510,13733,27708,k-
38328,15724,15725,k-
14599,8349,23122,k-
41441,1725,1993,k-
28143,3326,4331,k-
41504,2057,2058,k-
14644,23141,23142,k-
37146,31313,14520,k-
25864,907,19581,k-
31102,6380,7652,k-
9511,20849,20847,k-
9345,20779,20783,k-
38618,5835,16051,r-
12609,6040,22264,k-
32090,8666,8600,k-
13490,17910,22593,k-
32676,359,9212,k-
8637,7673,20456,k-
26557,8282,18173,k-
16390,10231,23934,k-
37232,14574,14575,k-
5065,13467,28262,k-
1682,5318,30345,k-
6698,23102,28836,k-
3262,29000,31012,k-
13561,7138,22623,k-
26351,19804,19806,k-
3416,14117,31072,k-
41949,690,2506,k-
25383,533,19363,k-
7514,492,29175,k-
30570,1101,7130,k-
40344,874,880,k-
38710,12530,357,k-
14785,8614,23213,k-
3754,25453,31204,k-
36914,986,14320,k-
31905,28750,8407,k-
21614,19427,26361,k-
28210,4415,4416,k-
8421,20347,20348,k-
37218,384,386,k-
27371,28419,3486,k-
39173,7398,16605,k-
31884,8388,8390,k-
26204,18155,18157,k-
33913,10609,10612,k-
27625,3710,3737,k-
20867,26011,26012,k-
13349,6670,22541,k-
5151,15673,28320,k-
28651,4113,4955,k-
15825,5685,18852,k-
18883,22379,25044,r-
25623,733,19477,k-
28131,4302,4303,k-
36927,1955,14329,k-
19807,13142,25502,k-
30178,1120,6729,k-
37958,8677,15357,k-
35431,6871,12676,k-
7918,14925,29332,k-
29273,22073,5641,k-
12313,2669,22113,k-
29300,5671,5672,k-
35730,13035,13041,k-
16449,10265,23964,k-
688,29931,29932,k-
32294,8815,8817,k-
36232,25818,13609,k-
38607,24619,16043,k-
21367,4157,26235,r-
7557,12151,29192,k-
33202,1075,9804,k-
31903,8309,8406,k-
5306,9067,28407,k-
21394,14462,26248,k-
8683,2785,20476,k-
40289,30164,824,k-
11522,30511,18486,k-
20108,25648,25664,k-
31566,8122,8123,k-
2877,3503,30858,k-
14627,8364,23135,k-
31147,7702,7703,k-
22647,15753,26857,k-
8393,2470,20333,k-
30379,6673,6938,k-
4050,23807,31310,k-
16055,9440,23772,k-
9371,20785,20799,r-
14870,23259,23258,k-
13542,7094,22615,k-
41222,20015,1765,k-
10917,21514,21515,k-
37546,26522,14923,k-
39003,27975,16423,k-
28235,4441,4440,k-
19430,116,19059,r-
14838,3885,23241,k-
5641,2068,28500,k-
36311,1292,247,k-
13353,6177,22542,k-
9538,3445,20859,r-
23404,25584,27217,r-
583,5860,29890,r-
39519,9588,17002,k-
10265,18356,18358,k-
9656,3544,20908,k-
5843,5151,28556,k-
32133,29840,8640,k-
36846,1714,14257,k-
3114,28698,30950,k-
1324,4904,30196,k-
28644,20698,4945,k-
5719,4621,28519,k-
27426,7536,3530,k-
31831,1047,8339,k-
32846,9393,9397,k-
10024,4205,21101,k-
32833,27136,9382,k-
29697,2418,6129,k-
26208,18157,18158,k-
929,8915,30037,k-
24972,17329,27939,k-
25870,582,19585,k-
26729,19691,19983,k-
12127,18550,18549,k-
26592,1555,19924,k-
30171,6705,6706,k-
31596,23070,8154,k-
32453,6745,8982,k-
10618,21366,21368,k-
10947,4480,21531,k-
4735,30196,29628,k-
20982,26097,26058,k-
32119,8621,8618,k-
9548,20856,20864,k-
6887,5388,28908,k-
24474,756,19311,k-
39831,13348,17399,k-
22820,15808,26964,k-
5215,27041,28363,k-
27143,2174,20195,k-
27118,28742,20180,k-
8875,20544,20545,k-
15868,22875,23691,k-
1928,28838,30448,r-
31723,8252,8256,k-
4000,31309,31292,k-
38494,5961,20,r-
22872,16976,26981,k-
31668,9718,8227,k-
29163,5269,5500,k-
32884,9428,9430,k-
14666,8407,23152,k-
1425,26466,30243,k-
5046,25579,28245,k-
15532,9397,23564,k-
1307,173,30188,k-
32764,9309,9310,k-
42226,2793,2806,k-
7799,355,29285,r-
29384,28988,5776,k-
2203,29887,30568,k-
25790,862,19542,k-
1402,1015,30231,k-
28366,4609,4610,k-
20122,25604,25673,k-
13019,22415,22414,k-
5759,4740,28529,k-
435,29824,29825,k-
15695,15959,18837,k-
40290,3678,824,k-
33037,9622,9624,k-
13005,9450,18652,k-
42057,12100,2647,k-
17991,12942,24659,k-
23926,16514,27453,k-
1016,18879,30073,k-
18289,24782,24787,k-
28449,29492,4727,k-
32641,27523,9180,k-
42632,3222,3223,k-
37094,8945,14457,k-
29360,5738,5740,k-
1512,22146,30275,r-
37419,14784,14785,k-
31377,681,7922,k-
4600,2575,29592,k-
42399,2956,2957,k-
10107,3886,21138,k-
9942,21045,21050,k-
24101,16708,27532,k-
23795,16419,27396,k-
34545,11491,11492,k-
28970,5315,5317,k-
8944,20101,20575,k-
26160,9988,19720,k-
23274,1698,27158,k-
14569,8298,23111,k-
5591,5834,28489,k-
39200,16636,16631,k-
20315,17757,17939,k-
31612,6814,8163,k-
42685,3273,3275,k-
9461,692,20827,r-
33911,10609,10608,k-
31251,2970,7818,k-
1957,6148,30464,k-
20048,25628,25630,k-
8767,20498,20499,k-
13670,21072,22684,k-
28231,21517,4440,k-
16012,9795,23754,k-
6875,23399,28902,k-
12478,22200,22201,k-
7815,6233,29294,r-
35889,13227,13245,k-
12158,21119,22051,k-
423,20782,29819,k-
15320,9131,23474,k-
36701,14123,14124,k-
31454,7987,7992,k-
27266,18219,18221,k-
27545,3652,3655,k-
37215,383,384,k-
27551,3653,3587,k-
35228,12405,12406,k-
42046,10630,2643,k-
5992,6495,28602,k-
23139,126,19261,k-
15311,9126,23470,k-
42617,3199,3207,k-
31626,3432,8183,k-
18563,12024,24904,k-
24990,6614,27947,k-
12847,6241,22362,k-
1030,293,30078,r-
32573,13091,9108,k-
16259,10346,23873,k-
10930,4449,21524,k-
2297,25718,30612,k-
18524,24885,24888,k-
41662,2237,2238,k-
17630,11146,24498,k-
6820,8850,28881,k-
14952,2626,18755,k-
28177,7161,4386,k-
35798,12620,13114,k-
36619,4534,14032,k-
35420,12666,12669,k-
15685,23617,23619,r-
20266,13487,25748,k-
8640,2738,20457,k-
41284,309,1823,k-
12845,6242,22361,k-
2494,16504,30694,k-
20006,25616,25606,k-
9754,3515,20955,k-
4593,2527,29588,k-
7975,648,29353,k-
5165,18271,28332,k-
15757,5075,17828,k-
11039,21573,21576,k-
34273,689,11122,k-
16473,10981,23974,k-
24334,10911,27629,k-
7496,14520,29169,k-
41900,2517,2466,k-
3174,30976,30975,k-
5109,28295,28296,k-
5622,21521,28496,k-
33288,9898,9903,k-
14753,23195,23196,k-
930,9297,30037,k-
22691,15776,26871,k-
14867,23259,23257,k-
6534,12235,28769,k-
24866,13325,27887,k-
18274,24780,24781,k-
28226,23668,4435,k-
29981,656,6508,k-
15063,7141,18766,k-
19527,110,19070,k-
16448,23961,23963,k-
24297,4240,27610,k-
28878,442,5211,r-
40533,30594,1077,k-
28662,3465,4973,k-
39301,13949,16749,k-
32823,9370,9372,k-
20714,14811,25949,k-
35347,19716,118,k-
15828,13228,18853,k-
3570,1348,31133,k-
17211,6512,24325,k-
36315,25912,13703,k-
1355,21320,30207,r-
41741,20264,2315,k-
33241,9853,9855,k-
41707,29138,2291,r-
8751,3391,20492,k-
39596,318,17102,k-
35338,4564,12550,k-
38179,15628,15626,k-
31837,8345,8344,k-
4005,18376,31294,k-
23924,16536,27451,k-
31534,7075,8074,k-
2792,28399,30821,r-
27651,16304,3759,k-
15358,18787,18788,r-
34922,6780,11973,k-
15485,9334,23548,k-
18116,18464,24717,k-
9550,17972,20864,k-
14031,7682,22858,k-
4394,2066,29530,k-
11414,18454,18455,k-
7482,26088,29164,k-
41324,1873,1874,k-
31908,30453,8413,k-
8397,2489,20337,k-
12890,18567,18625,k-
15594,9455,23584,k-
6072,16100,28634,k-
9873,3720,21014,k-
4473,1898,29551,r-
21011,14099,26073,k-
14584,18155,23117,k-
8403,20330,20339,k-
42252,1225,2831,k-
21366,14420,26235,k-
20547,17944,25872,k-
18346,11838,24811,k-
20620,25907,25912,k-
5408,3899,28435,k-
12858,18619,18620,k-
6949,23515,28932,k-
12163,22053,22052,k-
16341,10162,23916,k-
33020,8015,9605,k-
5883,21927,28565,k-
33810,18446,10472,k-
11936,4217,21965,k-
1412,424,30235,k-
12778,6428,18607,k-
29032,5460,5385,k-
5733,4891,28522,k-
13528,9673,22607,k-
38602,911,16039,k-
10851,18411,18412,k-
20762,204,19125,k-
19373,25290,25288,k-
38095,2656,15532,k-
5981,5810,28596,k-
37258,13682,14625,k-
10035,3825,21105,k-
39720,17239,17259,k-
12936,22398,22399,k-
28200,4410,4409,k-
24306,13707,27613,k-
7758,26130,29267,k-
39613,17060,17136,k-
9036,18296,18297,k-
5571,4248,28481,k-
39837,17406,17409,k-
9685,3524,20920,k-
10526,3106,21337,r-
4303,23299,29506,k-
10635,20589,21376,k-
31576,28820,8133,k-
12947,6328,22402,k-
37159,30188,358,k-
36254,13289,239,k-
20054,13351,25633,k-
7000,18036,28959,k-
5767,5812,28526,k-
15733,15957,18847,k-
33363,16654,9985,k-
36226,234,233,k-
14515,8199,23085,k-
27409,28416,3513,k-
27639,19308,3752,k-
15342,6862,23488,k-
33002,6799,9573,k-
24302,16862,27612,k-
41131,23666,1669,k-
