l_id,v_id_1,v_id_2,color
757,18645,29961,k-
2275,23261,30601,k-
24173,27563,27565,k-
10647,3454,21382,r-
39634,1742,17144,k-
2656,1232,30760,k-
34604,11564,11572,k-
7005,20473,28963,k-
16079,9508,23786,k-
9493,20839,20840,k-
9488,3411,20838,k-
33770,24023,10420,r-
39309,27573,16754,r-
6399,31107,28733,k-
30340,6897,6902,k-
27985,4127,4128,k-
17574,24326,24471,k-
39912,17487,17490,k-
33640,23943,10250,k-
34425,2634,11326,r-
12358,18495,22136,k-
4932,29026,28184,k-
41579,2120,2132,k-
19468,12963,25329,r-
37237,380,387,r-
7086,23801,29000,k-
32001,8499,8509,r-
32499,9024,9029,r-
2901,28754,30867,k-
29350,28555,5718,k-
29370,5957,5755,k-
10839,4345,21482,k-
39593,964,17097,r-
37205,376,377,k-
4202,1210,29482,r-
10003,17878,21089,k-
17466,2645,24435,r-
10513,4139,21333,k-
11898,5354,21947,k-
8490,1285,20384,k-
16384,23930,23931,r-
30252,6760,6783,k-
35036,30580,12153,r-
2721,3367,30789,r-
28957,21918,5300,k-
35816,12959,13144,k-
26713,6099,18185,k-
9391,20774,20806,k-
40192,21953,725,k-
32939,29514,9485,k-
11549,21791,21794,k-
14603,22441,23124,k-
15805,2431,23662,k-
33678,10303,10307,k-
7739,2656,29257,r-
16300,23891,23893,k-
4699,29899,29618,r-
5917,16184,28574,k-
29344,5729,5728,k-
38029,5622,15448,r-
42043,1054,2641,r-
9178,3229,20677,k-
2044,20145,30501,r-
12282,5745,22099,k-
33150,7666,9747,k-
38928,15933,16341,k-
40507,1037,1025,r-
18537,11998,24893,k-
21940,14925,26522,k-
38324,15709,15721,k-
10515,4072,21334,r-
17214,24326,24327,k-
25057,14623,27978,k-
15677,18177,23616,k-
31808,8323,8324,r-
24166,2007,27561,k-
31795,8314,8315,r-
1854,6647,30416,k-
4656,3341,29607,k-
13797,22747,22748,k-
22882,15875,26987,k-
25633,740,19481,k-
19354,13621,25276,k-
27342,3451,3453,k-
31248,4628,7815,r-
28361,21590,4594,r-
6750,23182,28854,r-
33008,3751,9580,r-
36742,5557,14164,k-
42526,3009,3098,k-
23447,16883,27240,k-
3899,2550,31258,k-
40087,428,605,r-
15932,4358,23720,k-
6972,3026,28943,r-
31912,8413,8418,r-
30179,28674,6730,r-
24772,13711,27832,k-
28116,3471,4284,k-
24823,9253,27864,r-
40424,19393,968,r-
12383,22151,22152,k-
29597,8973,5978,k-
19108,6786,25145,k-
19049,29633,25118,k-
36148,2743,13512,k-
20045,13351,25628,r-
12596,22256,22257,k-
9116,27606,20640,k-
27711,19095,3822,r-
2310,19111,30619,k-
7734,16281,29255,k-
9273,3339,20737,k-
29746,1514,6178,r-
1714,21829,30358,r-
9753,17974,20955,k-
21172,26148,26149,k-
35729,13266,13041,r-
40684,28152,1215,k-
28980,5325,5326,k-
18851,25027,25028,k-
15074,23357,23358,k-
537,27424,29867,k-
6942,9221,28922,k-
14711,8497,23174,k-
42330,2883,2887,r-
26393,19530,19827,k-
41528,2080,2084,k-
12680,3579,18593,r-
22502,21492,26802,r-
32116,1898,8616,r-
29067,5332,5419,r-
25456,440,19390,k-
21031,26080,26084,k-
8078,15997,29383,k-
33365,9984,9986,k-
28402,3838,4663,k-
5275,22328,28399,k-
42752,5064,3346,k-
28795,5105,5111,k-
9213,3326,20696,k-
14771,8586,23205,r-
38526,12705,15951,r-
10252,21215,21216,k-
38156,2266,15597,k-
25299,1077,19321,k-
4911,23318,28173,k-
16202,30228,18872,r-
20070,25718,25641,k-
41447,2045,1976,r-
28096,7782,4258,r-
17534,18763,24458,k-
39424,1478,16885,r-
8392,20332,20333,k-
15192,3531,23416,r-
30366,6641,6922,r-
39097,16519,16521,k-
31170,30430,7731,k-
6642,23046,28812,k-
33511,25979,10114,k-
474,9481,29839,k-
11486,18476,18477,k-
40660,666,1198,r-
3869,2973,31246,k-
10126,3741,21148,r-
14577,8305,23115,k-
23881,3863,27433,r-
6987,9469,28950,k-
38868,536,16280,k-
5683,1514,28509,r-
11863,5312,21931,r-
12149,3041,18558,k-
11855,5308,21926,r-
42228,2524,2815,k-
15072,12553,23356,k-
5026,24885,28234,k-
1494,21780,30268,k-
8758,2831,20494,k-
15101,8964,23370,k-
6609,22988,28797,r-
41398,1943,1944,k-
6504,5052,28763,k-
1376,16514,30219,k-
28141,22139,4319,k-
5796,4956,28544,k-
41552,26292,2106,k-
26527,227,19894,r-
40613,1152,1157,k-
3729,26127,31196,k-
5399,3771,28433,r-
14193,648,22935,r-
13347,22539,22540,k-
32339,8858,8866,r-
25641,19486,19487,k-
18299,3099,24792,r-
40665,30431,1205,k-
5230,11000,28374,k-
9530,3023,20854,r-
31451,1019,7989,r-
26827,14300,18197,k-
29934,6440,6429,r-
7886,14836,29319,k-
42469,3026,3033,r-
33193,23757,9792,r-
2881,30859,30860,r-
11102,4643,21608,k-
21098,14150,26112,k-
38745,1586,16162,k-
15640,6168,23606,k-
25497,659,19413,k-
25498,533,19414,r-
10506,3090,21329,r-
26668,13021,19964,k-
33399,28954,10002,k-
39117,4072,16548,r-
20790,9250,25979,r-
40325,223,865,r-
3687,3285,31181,r-
38512,4927,15927,r-
22594,6968,26833,k-
40494,3529,1010,r-
28647,4188,4947,r-
16206,23843,23845,r-
33053,28929,9635,k-
33522,6422,10126,r-
31394,7935,7939,k-
34056,10801,10802,k-
3215,4858,30993,r-
32177,8674,8675,k-
14236,7858,22951,r-
33088,3499,9665,r-
14214,7843,22942,k-
35113,8014,12235,k-
32188,8683,8690,r-
12560,5997,22242,r-
36732,14148,14149,k-
12910,22384,22385,k-
30748,5134,7288,r-
31574,8129,8131,r-
811,21044,29987,r-
2831,2758,30838,r-
20990,207,19163,r-
40802,31135,1327,r-
3689,29932,31182,k-
41231,1782,1780,k-
40185,712,713,r-
28657,25729,4963,k-
27386,20672,3499,r-
9719,20939,20940,k-
28377,4624,4625,k-
16570,10414,24021,k-
17480,11003,24440,k-
31860,8365,8369,k-
30038,22747,6572,k-
31968,8447,8466,r-
10895,7571,21503,k-
16261,22669,23874,k-
32679,8920,9218,k-
41871,28617,2419,r-
14309,8129,22986,r-
42400,2956,2959,k-
28500,4666,4744,k-
41460,29448,2011,r-
40855,1376,1377,k-
16029,13673,18858,k-
25405,19373,19371,r-
3260,17233,31011,k-
25307,19323,19324,r-
3563,1234,31130,r-
42615,14490,3209,k-
36268,28446,13648,k-
9383,20799,20803,r-
10012,3815,21094,r-
25855,14527,19577,r-
15600,23585,23586,k-
2899,10143,30867,k-
23644,11586,27326,r-
36995,26218,14378,k-
27327,3531,3424,r-
12729,22319,22317,k-
18950,5923,25071,r-
3788,29701,31218,r-
25339,114,19340,k-
42323,27017,2885,r-
12558,5995,22241,r-
18595,11405,24914,r-
15034,8955,23340,r-
5699,16659,28515,k-
32475,1343,9008,r-
25479,1267,19402,r-
32847,6722,9398,r-
33574,10184,10150,k-
30313,7906,6877,k-
41497,1953,2053,r-
41574,2127,2130,k-
36476,4573,13882,k-
20313,13551,25771,k-
33110,19165,9688,k-
13510,14066,22600,k-
6787,635,28866,r-
34121,10257,10915,r-
21440,14510,26275,k-
11515,4189,18485,k-
23388,14302,27208,k-
23174,3608,19268,r-
37750,5329,15141,k-
9198,3291,20687,k-
30950,7497,7498,r-
36287,207,244,r-
30912,3796,7475,r-
3168,15733,30972,r-
87,26076,29672,r-
41732,20265,2305,r-
8688,18245,18247,k-
33392,9989,10001,r-
41919,3496,2483,r-
6069,21751,28633,r-
4833,23006,28136,k-
32560,5435,9094,r-
1004,23846,30068,k-
33636,10206,10247,k-
33564,10170,10172,k-
27951,3868,4087,r-
32762,982,9308,r-
27216,1238,20226,r-
8521,10308,20398,k-
14910,8798,23282,k-
26599,19923,19926,r-
32357,8873,8879,r-
16508,23989,23990,k-
944,21752,30043,r-
1904,7890,30438,k-
24139,16724,27548,k-
9507,17871,20845,k-
30056,6601,6595,k-
32667,183,9203,k-
21121,3281,26123,r-
25692,10187,18086,k-
6290,22641,28695,k-
27368,3473,3474,k-
32531,23419,9051,r-
6873,23413,28901,k-
32198,8695,8700,r-
7450,4961,29148,r-
28759,5065,5069,r-
34978,24909,12051,k-
2985,26005,30901,k-
40817,681,1339,r-
31887,8392,8393,k-
32579,9112,9114,r-
12492,22208,22209,k-
41850,2418,2416,k-
34735,4534,11735,r-
16003,9792,23747,r-
13964,2489,18724,r-
14507,23079,23081,k-
32681,9224,9220,k-
32091,8756,8600,k-
33293,9909,9906,r-
23170,16085,27108,k-
7742,14130,29260,k-
29825,6280,6281,k-
24541,17076,27721,k-
6367,5113,28722,k-
2574,364,30726,r-
18174,11645,24740,k-
29827,18535,6282,k-
26670,19963,19964,k-
22523,277,19204,r-
18210,18452,24751,k-
992,9258,30063,k-
10544,4245,21344,k-
33380,9992,9993,k-
31545,430,8086,k-
9378,21448,20802,k-
1200,22735,30146,r-
31525,8050,8063,k-
37412,14772,14773,k-
3325,3934,31036,k-
9462,20826,20827,r-
1628,2760,30322,r-
10434,4105,21302,r-
32570,9843,9105,k-
20005,25593,25606,k-
11607,4985,21819,r-
11944,6212,18521,r-
10724,21421,21423,k-
1750,25069,30373,k-
27680,21073,3787,r-
30864,6055,7421,k-
11649,10418,21837,k-
26779,1785,20015,k-
7029,484,28973,k-
20724,25955,25954,k-
40976,4956,1501,k-
6379,8956,28726,r-
28386,4632,4638,r-
30982,7530,7520,k-
11897,5314,21947,r-
3476,27950,31095,k-
20247,25737,25740,k-
22627,26838,26848,k-
19043,25116,25115,k-
368,2817,29794,k-
13093,6401,22425,k-
8856,2992,20538,k-
21360,14526,26233,k-
15211,20506,18775,r-
33432,9426,10045,k-
35748,19089,168,k-
13744,7432,22721,k-
28726,20998,5035,r-
3474,29800,31094,k-
2188,21258,30563,k-
14739,8542,23189,r-
3614,2075,31151,k-
11087,21597,21598,k-
29679,6105,6106,k-
8330,20082,20300,k-
40739,652,1267,r-
27603,1444,3708,r-
13110,6421,22431,k-
40876,30856,1395,k-
36001,13315,13375,k-
13487,6895,22591,k-
16313,10125,23900,k-
10328,21250,21252,r-
2758,30808,30807,r-
27712,16282,3822,k-
31378,10794,7922,k-
10097,30944,21135,k-
951,3990,30045,r-
30813,28753,7368,k-
7142,9952,29022,r-
27967,10128,4110,k-
15417,6720,23519,r-
8560,2671,20415,r-
30908,22735,7474,k-
15225,23429,23430,k-
30327,1945,6886,r-
14645,8399,23143,k-
5682,1506,28509,k-
17438,24422,24424,k-
6176,4517,28664,r-
31838,8343,8346,r-
12906,17720,22383,k-
22269,7370,26687,k-
1864,22698,30420,k-
32450,443,8981,k-
5238,7734,28379,r-
25480,651,19403,k-
40237,28646,768,k-
27057,1850,20153,k-
33243,30061,9856,k-
6633,23038,28800,r-
3588,690,31141,r-
39250,27522,16700,r-
26179,7134,18143,k-
42708,3331,3298,r-
21322,16751,26221,k-
5455,3854,28448,k-
10938,21526,21527,k-
10030,21101,21103,k-
27966,4105,4110,r-
26663,1697,19960,r-
18133,11590,24725,r-
31418,7961,7964,k-
7748,26147,29265,k-
39354,16706,16815,k-
34750,11744,11747,k-
8596,20431,20432,r-
41653,6284,2227,k-
33348,9969,9971,r-
42569,3159,3160,k-
36582,17891,13988,k-
32392,23345,8916,r-
14240,7820,22953,k-
20098,13372,25659,k-
33142,9727,9731,r-
36140,6367,13506,k-
1421,14530,30238,r-
9195,20684,20685,k-
30237,1020,6784,r-
35436,131,129,k-
30904,7263,7469,r-
14576,23113,23114,r-
8602,20434,20436,k-
876,9100,30014,k-
15458,17138,18797,k-
42468,2140,3033,k-
7024,4977,28971,r-
9531,3437,20856,k-
1209,4058,30149,r-
3221,9333,30996,k-
5999,6011,28605,k-
33634,10241,10246,r-
42633,238,3223,k-
4924,29303,28178,k-
13304,19405,22519,k-
29605,5692,5994,k-
15781,23646,23650,k-
30780,7315,7324,r-
25516,94,19423,r-
16174,9974,23826,k-
1832,18636,30405,k-
42299,2866,2868,r-
29994,6513,6519,r-
7674,25942,29236,k-
36407,18670,13803,k-
20889,26068,26018,k-
29838,3145,6302,r-
36663,26079,14076,k-
10516,4075,21334,r-
16239,20896,23861,k-
29362,5743,5744,k-
8666,106,20472,r-
27284,163,3359,r-
11328,18435,18436,k-
42264,2845,2846,r-
37054,14420,14421,k-
23071,16418,27065,k-
33960,2886,10667,r-
41411,1930,1955,r-
33709,10341,10348,k-
20526,25861,25863,k-
31340,7891,7889,k-
33411,14573,10025,k-
41567,3009,2122,k-
9883,3733,21019,r-
31337,7882,7883,r-
30555,4178,7110,k-
18612,24921,24923,k-
42352,25669,2912,r-
22909,506,19237,r-
35,29648,29649,r-
6090,6465,28641,k-
38546,18831,15972,r-
4562,4736,29579,k-
15015,12746,23332,r-
37151,1813,358,r-
29865,2195,6333,k-
18322,20544,24797,r-
2497,27150,30695,r-
31805,8326,8322,k-
38087,1054,15524,r-
4743,25156,28086,k-
27672,3784,3782,r-
24641,916,27766,k-
16083,9865,23787,k-
11975,1299,21983,r-
39005,16422,16423,k-
21303,26209,26210,k-
20111,25596,25667,k-
12540,5972,22231,k-
16283,10090,23886,r-
30649,22666,7208,r-
6809,8802,28878,k-
41298,1835,1836,k-
40442,676,992,r-
29911,1990,6409,r-
31995,3523,8499,r-
32047,214,8553,k-
31190,4258,7763,r-
12806,22342,22343,k-
13959,7629,22828,k-
5425,21144,28440,r-
25474,3572,19399,r-
6456,6292,28749,k-
34078,10867,10833,k-
22964,343,19246,k-
803,15691,29983,k-
6105,6583,28645,k-
12803,4111,22341,k-
12318,5775,22117,k-
26220,30829,18160,k-
8877,819,20546,r-
924,14165,30034,k-
41341,22156,1890,k-
3265,9890,31013,k-
15003,23324,23325,k-
30655,28566,7216,k-
14752,8557,23196,k-
32451,1956,8986,k-
19290,12736,25241,k-
12896,20269,22378,k-
14630,6720,23136,r-
13180,707,22466,r-
29250,734,5618,r-
41679,20226,2234,r-
13851,2595,22773,k-
27048,1958,20149,r-
14714,8512,23175,k-
6148,8676,28656,k-
29248,7424,5617,r-
6801,8755,28874,r-
27767,21375,3868,r-
41432,1953,1987,r-
18731,646,24976,r-
3369,4235,31051,r-
13715,28752,22706,r-
147,20070,29701,r-
12207,18574,18575,r-
31945,28847,8450,r-
3651,2627,31165,k-
33443,25066,10059,k-
29090,21986,5438,k-
13483,6888,22590,k-
16180,14365,23829,r-
11088,4615,21599,k-
25308,19275,19325,r-
12131,18547,18552,r-
3705,20938,31189,k-
32887,2055,9434,k-
21199,26160,26164,k-
6510,5881,28765,r-
22884,10226,26988,k-
27499,3602,3604,r-
1221,1949,30154,k-
42100,2683,2684,k-
42386,2928,2941,k-
5083,25943,28274,k-
22622,26845,26846,k-
36026,30607,13365,r-
14590,8325,23120,r-
29116,1407,5477,r-
15841,9668,23678,k-
9843,18344,18345,k-
26778,20013,20014,r-
29618,6013,6014,k-
18343,12284,24809,k-
5680,2907,28509,k-
17423,2625,24414,r-
33009,4918,9586,r-
13067,18630,18676,k-
10196,3965,21184,r-
14304,19401,22984,k-
36115,203,204,r-
8718,18249,18253,k-
3569,691,31132,r-
16505,23988,23989,k-
14526,21606,23088,k-
9005,9937,18295,r-
12619,22264,22270,k-
32435,12643,8966,k-
3512,17560,31110,k-
19997,25601,25599,k-
19584,194,25380,r-
16450,5256,23964,k-
28012,30569,3981,k-
3887,1227,31254,r-
41402,2002,1950,k-
1472,14492,30260,k-
10626,4087,21371,r-
16343,21875,18874,r-
32190,7735,8694,k-
6429,7217,28738,k-
27685,3840,3793,r-
5008,11763,28226,k-
12466,22194,22195,k-
23203,27123,27122,k-
34071,10816,10819,k-
30357,30022,6911,r-
26102,1198,19693,r-
5207,27027,28358,r-
6650,7164,28817,r-
42520,3091,3090,r-
359,180,29791,k-
5909,21767,28571,k-
15204,22195,23423,k-
6207,8905,28674,r-
33215,9362,9816,k-
4316,1157,29509,k-
39218,390,16659,k-
12534,5970,22228,r-
14527,2647,23089,k-
42065,2660,2655,r-
38153,15586,15590,r-
14221,7844,22944,r-
33696,10326,10328,k-
32511,221,9039,r-
39506,27691,16990,k-
22959,1807,17777,k-
29610,6000,6001,k-
16185,23832,23831,k-
10439,3837,21305,r-
32703,28607,9247,r-
34999,24914,12080,r-
8752,3392,20492,k-
15876,23694,23695,r-
735,9416,29951,r-
2639,1149,30755,k-
29015,7291,5379,k-
31928,8431,8433,k-
10505,21327,21328,r-
17602,10611,18978,k-
32131,29208,8636,k-
12252,19569,22085,r-
33222,7067,9824,r-
3943,11779,31270,k-
23020,17769,17770,k-
33230,23773,9836,k-
37375,30239,424,r-
31483,642,8025,k-
17397,24402,24403,r-
2684,1255,30775,k-
14024,22852,22855,k-
6965,6758,28940,r-
28816,5121,5131,r-
27294,3374,3376,k-
40587,18236,1137,r-
10653,21385,21386,k-
15821,18038,23669,r-
3803,9781,31222,k-
30608,7173,7157,r-
27410,3516,3513,r-
12591,29912,22254,k-
1005,29979,30069,k-
11781,21890,21891,r-
41318,1478,1862,r-
31083,1932,7633,k-
14195,12285,18734,k-
3044,30922,30923,r-
27255,18190,20250,k-
871,9368,30012,k-
27586,21007,3689,r-
11724,5173,21869,k-
37231,14573,14574,k-
5665,4475,28505,k-
14450,3660,18740,k-
37185,6624,14535,r-
9082,18301,18304,k-
19155,29352,25165,r-
16211,6696,23848,k-
32471,9003,9005,k-
25455,3318,18058,k-
27764,3871,3867,r-
42540,3108,3115,r-
19318,25255,25256,k-
34811,11820,11831,k-
30873,22720,7426,r-
27043,506,20145,r-
29328,5083,5702,k-
21224,14252,26175,k-
24171,27563,27564,k-
15081,12065,18769,k-
12554,5979,22239,r-
30984,7519,7521,k-
1759,22110,30376,k-
33444,10060,10061,k-
33232,9821,9840,r-
27227,20230,20236,r-
3461,26569,31089,k-
20693,13749,25941,k-
21348,19178,19180,k-
38202,25280,464,r-
8610,20441,20442,k-
10004,21089,21090,k-
26541,18170,18171,k-
9403,20773,20810,r-
27369,25117,3476,k-
31094,9512,7643,r-
14466,23061,23062,r-
32458,8989,8990,k-
20546,25871,25872,k-
1964,2634,30467,r-
31250,186,7817,r-
38205,19438,464,r-
33290,9900,9905,k-
26773,3530,20012,k-
35411,1288,12648,k-
33044,209,9629,k-
16692,4058,24077,r-
4398,19894,29530,k-
36902,986,14310,r-
40987,1401,1510,r-
16228,7050,23857,k-
9648,3537,20905,r-
32208,23253,8711,k-
18624,19049,19051,r-
38547,15976,15974,k-
25830,19566,19567,k-
8277,20281,20280,r-
15574,16747,18816,k-
25840,18108,18109,k-
31010,6891,7559,k-
6408,7191,28735,r-
41668,662,2247,r-
9878,13113,21016,k-
5634,27340,28497,r-
12091,6218,18530,r-
2328,29113,30626,k-
9936,3766,21047,r-
30078,6249,6614,r-
22528,20057,19206,r-
26712,18183,18184,k-
7945,3517,29343,r-
30304,18791,6857,r-
27669,10841,3782,k-
41406,20097,1954,k-
13560,7113,22623,k-
33550,10155,10156,k-
30482,7046,7047,r-
13789,7487,22744,k-
26591,13445,19922,r-
27992,21333,4138,k-
30667,7215,7220,k-
33251,23784,9863,k-
4907,4039,28171,k-
16574,24023,24024,k-
31328,7529,7880,k-
42344,20491,2901,k-
4402,19914,29531,k-
2256,8023,30591,k-
9928,3700,21041,k-
30978,7512,7518,r-
13360,6676,22544,k-
646,26967,29917,k-
7603,19114,29208,k-
6170,1924,28663,r-
23911,16459,27445,k-
35434,4664,12661,k-
33039,1870,9625,k-
18103,6126,19004,r-
22880,15875,26986,k-
31062,22921,7615,k-
9586,3492,20880,k-
41937,2494,2496,k-
36739,14156,14161,k-
12622,18275,22272,k-
35765,122,175,k-
13264,21049,22502,r-
26084,13397,18131,r-
6553,22872,28777,k-
39929,17506,17507,r-
982,18787,30059,k-
7031,23676,28973,r-
40711,19718,1233,k-
10034,2784,21105,r-
18904,12439,25052,k-
3472,31093,31094,r-
491,23174,29847,k-
38610,135,16044,k-
14312,22986,22987,r-
10823,18383,18406,k-
23491,100,27260,r-
21392,14459,26247,k-
3154,7993,30966,k-
22848,26974,26976,k-
30158,18710,6692,r-
26853,1841,20036,k-
15641,3309,23606,r-
20102,25718,25661,k-
24059,27424,27509,k-
32864,6669,9412,k-
8254,1509,20266,k-
39823,4799,17391,k-
36555,2043,13961,k-
33180,9756,9777,r-
5947,25080,28584,k-
21203,14233,26165,k-
38851,900,16267,r-
26447,645,19856,r-
40630,1170,1174,r-
12962,19245,22405,k-
18980,12496,25084,k-
31528,7082,8068,k-
13132,6444,22443,k-
13409,6836,22564,k-
11959,21975,21974,r-
7267,10923,28871,k-
19478,12968,25333,k-
32761,9300,9305,k-
10484,7097,18377,k-
4669,1171,29611,k-
17919,24402,24626,r-
17213,7257,24325,k-
33164,30510,9767,k-
29589,5979,5982,r-
3375,132,31053,k-
28018,4161,4162,r-
31662,7146,8222,r-
35803,13473,13122,k-
22657,15755,26860,k-
7036,2604,28976,r-
12679,9376,18593,r-
1234,177,30159,k-
3480,29414,31097,r-
28152,28982,4356,r-
30064,23459,6600,r-
25017,15829,27959,k-
36962,1819,14350,k-
27969,28473,4111,k-
1433,21386,30246,k-
28044,25454,4201,k-
39304,28486,16751,k-
11020,11804,21566,k-
7838,7877,29303,r-
11038,21573,21575,r-
14830,13671,23238,k-
30121,4619,6649,r-
30490,7241,7057,k-
11651,6022,21838,k-
8843,3990,20533,r-
25805,19548,19551,r-
7646,218,29226,k-
16096,9877,23790,k-
33089,9665,9666,r-
10381,3915,21277,r-
30524,7075,7076,r-
40873,7469,1390,r-
11862,5312,21930,r-
33000,2173,9575,r-
33144,30509,9738,r-
1814,23819,30398,k-
7112,9961,29011,r-
32137,7755,8643,r-
10881,1217,21497,k-
13169,18608,22461,k-
12087,18528,18527,r-
26186,1293,19727,k-
30727,7278,7281,r-
15990,9438,23742,r-
9655,3543,20908,r-
37830,6835,15225,k-
22520,7776,19203,r-
23490,19194,27260,r-
7639,2246,29224,k-
5403,3771,28434,r-
31705,8240,8245,k-
7528,28849,29179,k-
42096,2674,2683,k-
11945,6219,18521,k-
35827,18752,13165,k-
14688,23163,23165,r-
10344,902,21259,k-
27133,13862,20187,k-
11416,18454,18456,k-
20591,19108,19109,k-
2244,24635,30587,k-
40964,1862,1482,r-
24194,21773,27577,k-
28646,337,4946,r-
26638,1686,19950,r-
36974,344,327,r-
4397,687,29530,r-
39118,4072,16549,r-
18349,11838,24812,k-
34866,5477,11908,r-
21385,21879,26244,k-
36800,18255,14218,k-
23286,27161,27164,k-
40466,331,1004,r-
14827,282,23237,r-
2832,29600,30838,r-
20119,25670,25671,k-
37024,322,334,r-
22960,11167,17777,k-
859,8389,30007,k-
29341,5719,5720,k-
9539,20856,20861,k-
39182,14243,16614,k-
40084,1243,638,k-
28238,4440,4442,r-
27676,21073,3790,k-
26322,1137,19789,r-
17615,28436,24491,r-
17925,2771,24628,r-
22860,3797,17950,k-
27221,20230,20232,r-
32927,9490,9494,k-
29040,5419,5390,r-
12447,22152,22187,k-
18205,24666,24750,k-
2812,10161,30829,r-
26695,1711,17697,k-
41904,2466,2467,r-
36750,26140,14174,k-
16463,10289,23970,k-
15005,9750,23326,k-
31243,7810,7811,r-
42407,2964,2965,k-
1460,21433,30255,k-
6023,6181,28615,r-
26754,1736,19999,r-
23875,12338,27431,r-
10068,3785,21123,r-
6556,22883,28778,k-
35683,19086,156,k-
18207,11487,24750,k-
15464,9291,23539,k-
12125,6270,18549,r-
19293,25241,25244,k-
21220,26170,26173,r-
14159,1799,22918,r-
33057,8227,9643,k-
41674,2249,2250,k-
7197,10299,29045,k-
29837,3145,6301,r-
15865,9695,23689,r-
11108,4653,21611,k-
30588,7127,7144,r-
13254,22498,22499,k-
7316,1104,29098,r-
18909,12448,25054,k-
41758,2329,2328,k-
12970,18638,18641,k-
39502,16773,16985,k-
16348,23918,23919,k-
42133,22550,2711,k-
15100,6911,23370,r-
15714,23629,23630,k-
13885,7567,22793,r-
11909,18680,18516,k-
34068,7281,10817,k-
25362,345,19351,k-
32382,6722,8905,r-
6898,19158,28912,k-
3021,3239,30914,k-
14730,8467,23183,r-
2700,1512,30782,r-
33520,10124,10125,k-
16502,19300,23987,k-
20181,25697,25708,k-
14530,8356,23090,k-
2113,5685,30531,r-
10934,4863,18418,k-
39651,982,17181,r-
25900,15730,18114,k-
31832,1081,8341,k-
34079,28974,10829,r-
8798,18027,20515,k-
33778,29609,10427,r-
18452,19831,24855,k-
6389,28549,28731,r-
6598,10146,28791,k-
34591,11470,11552,k-
33558,7448,10167,k-
28868,5196,5197,k-
1965,14455,30467,k-
8685,2788,20477,r-
23842,921,27416,r-
26689,18063,19967,k-
30342,6893,6903,r-
1096,823,30104,r-
38350,14285,15755,k-
37139,345,354,k-
11657,8382,18495,k-
1473,14494,30260,k-
1311,12406,30190,k-
35707,8077,13004,r-
37051,14419,14420,k-
30840,3178,7394,k-
26836,1434,20030,r-
15057,23351,23352,r-
4512,22154,29563,k-
22469,2790,26787,r-
10621,4080,21369,r-
32598,9061,9136,k-
9169,3289,20672,r-
37306,435,408,r-
3107,2065,30947,r-
42516,2003,3086,r-
2875,6516,30858,r-
27960,10014,4099,r-
15602,9461,23587,r-
35992,25728,13368,k-
29001,5323,5362,r-
4292,69,29502,r-
19998,25445,25600,k-
14991,23319,23320,r-
33178,9774,9775,r-
32419,8933,8941,r-
15948,9757,23726,r-
29011,5308,5367,r-
11280,4686,21697,k-
42614,30225,3209,k-
30016,6540,6542,k-
27534,3515,3549,k-
23381,14302,27205,k-
5208,16002,28350,k-
31773,6745,8303,r-
13707,21713,22701,r-
33304,9916,9917,r-
4469,3010,29550,r-
38446,15861,15862,k-
25357,10956,19349,k-
11253,10861,18428,k-
39821,17389,17390,k-
32076,23202,8580,k-
5280,2276,28401,k-
14062,7055,22871,k-
21051,14103,26095,k-
28825,21862,5149,k-
24831,27868,27869,k-
25368,29131,19356,k-
36221,719,13600,k-
5876,5349,28563,r-
12605,6039,22262,r-
14751,8553,23195,k-
33025,23318,9562,k-
32702,5860,9247,r-
41015,1527,1528,k-
31647,60,8208,k-
35520,12770,12771,k-
36084,25729,13425,k-
12334,5814,22124,r-
567,29881,29882,k-
8595,20430,20432,r-
9305,8789,20755,k-
5624,27281,28496,k-
786,6650,29973,r-
26634,13405,19944,r-
32783,9281,9328,k-
20200,13426,25716,k-
11861,5314,21929,r-
15807,7799,23663,r-
34161,10957,10971,k-
24304,16861,27613,k-
39400,14171,16863,r-
26460,1511,19863,k-
40598,18035,1151,k-
10918,4433,21516,r-
30337,6901,6902,k-
34468,16512,11375,k-
38516,15931,15935,k-
7510,25279,29173,r-
26562,19902,19906,r-
5080,21447,28273,k-
10361,28469,21266,k-
40292,17059,826,r-
26445,1499,19855,k-
36421,249,267,k-
29558,3327,5951,r-
6433,23898,28740,k-
33598,10202,10205,k-
30219,1276,6761,r-
7116,9959,29012,r-
12741,6155,22322,k-
30110,6913,6641,r-
30891,7278,7455,r-
17208,8353,24324,r-
40141,655,674,k-
1976,23427,30473,k-
9860,572,21009,k-
11465,9000,21768,r-
11972,1298,21982,r-
33153,9751,9752,k-
6933,6324,28924,r-
5672,28108,28506,k-
20140,10641,25684,k-
16114,23797,23798,k-
5111,26264,28297,k-
15700,9557,23623,k-
2043,507,30501,k-
34586,24701,11545,r-
14788,8631,23215,k-
35727,25569,13040,r-
10754,14370,21441,k-
7994,20504,29356,r-
30131,6178,6654,r-
21944,26523,26524,k-
2719,20771,30789,k-
17439,24422,24425,k-
32344,8862,8865,k-
26216,1277,19732,k-
37080,2958,14449,k-
12157,22947,22050,k-
956,20108,30047,k-
41155,1696,1698,r-
11998,1980,21992,k-
6120,31235,28650,k-
32671,9204,9207,r-
373,18241,29796,k-
28324,4544,4545,k-
15150,18785,23394,r-
17212,7243,24325,r-
